seed,target_factor,layer,source_patch,phase,phase_name,conflict_n,follow,policy_change,outcome_change_mae
16141,identity,0,identity_role,0,continuity,112,1.0,0.7466666666666667,0.4979127645492553
16141,identity,0,identity_role,1,allocation,0,,0.0,0.0162639841437339
16141,identity,0,identity_role,2,protection,0,,0.0,0.0129074798896908
16141,identity,0,identity_role,3,integrated,77,1.0,0.5133333333333333,0.0350039489567279
16141,identity,0,beneficiary_role,0,continuity,112,0.0,0.0,0.0
16141,identity,0,beneficiary_role,1,allocation,0,,0.0,0.0
16141,identity,0,beneficiary_role,2,protection,0,,0.0,0.0
16141,identity,0,beneficiary_role,3,integrated,77,0.0,0.0,0.0
16141,identity,0,concern_context,0,continuity,112,0.0,0.0,0.0
16141,identity,0,concern_context,1,allocation,0,,0.0,0.0
16141,identity,0,concern_context,2,protection,0,,0.0,0.0
16141,identity,0,concern_context,3,integrated,77,0.0,0.0,0.0
16141,identity,0,entities,0,continuity,112,0.0,0.0,0.0
16141,identity,0,entities,1,allocation,0,,0.0,0.0
16141,identity,0,entities,2,protection,0,,0.0,0.0
16141,identity,0,entities,3,integrated,77,0.0,0.0,0.0
16141,identity,0,phase0,0,continuity,112,0.0,0.0,0.0
16141,identity,0,phase0,1,allocation,0,,0.0,0.0
16141,identity,0,phase0,2,protection,0,,0.0,0.0
16141,identity,0,phase0,3,integrated,77,0.0,0.0,0.0
16141,identity,0,phase1,0,continuity,112,0.0,0.0,0.0
16141,identity,0,phase1,1,allocation,0,,0.0,0.0
16141,identity,0,phase1,2,protection,0,,0.0,0.0
16141,identity,0,phase1,3,integrated,77,0.0,0.0,0.0
16141,identity,0,phase2,0,continuity,112,0.0,0.0,0.0
16141,identity,0,phase2,1,allocation,0,,0.0,0.0
16141,identity,0,phase2,2,protection,0,,0.0,0.0
16141,identity,0,phase2,3,integrated,77,0.0,0.0,0.0
16141,identity,0,phase3,0,continuity,112,0.0,0.0,0.0
16141,identity,0,phase3,1,allocation,0,,0.0,0.0
16141,identity,0,phase3,2,protection,0,,0.0,0.0
16141,identity,0,phase3,3,integrated,77,0.0,0.0,0.0
16141,identity,0,all_phases,0,continuity,112,0.0,0.0,0.0
16141,identity,0,all_phases,1,allocation,0,,0.0,0.0
16141,identity,0,all_phases,2,protection,0,,0.0,0.0
16141,identity,0,all_phases,3,integrated,77,0.0,0.0,0.0
16141,identity,1,identity_role,0,continuity,112,0.0,0.0066666666666666,0.006843292620033
16141,identity,1,identity_role,1,allocation,0,,0.0,0.0070107262581586
16141,identity,1,identity_role,2,protection,0,,0.0,0.01128566917032
16141,identity,1,identity_role,3,integrated,77,0.5454545454545454,0.2933333333333333,0.0443860068917274
16141,identity,1,beneficiary_role,0,continuity,112,0.0,0.0,7.468733383575454e-05
16141,identity,1,beneficiary_role,1,allocation,0,,0.0,0.0115217482671141
16141,identity,1,beneficiary_role,2,protection,0,,0.0,0.0008373319287784
16141,identity,1,beneficiary_role,3,integrated,77,0.0,0.0,0.0016654848586767
16141,identity,1,concern_context,0,continuity,112,0.0,0.0,1.3286452485772315e-05
16141,identity,1,concern_context,1,allocation,0,,0.0,0.0022135900799185
16141,identity,1,concern_context,2,protection,0,,0.0,0.000288694165647
16141,identity,1,concern_context,3,integrated,77,0.0,0.0,0.000698308518622
16141,identity,1,entities,0,continuity,112,0.0,0.0,0.0012430194765329
16141,identity,1,entities,1,allocation,0,,0.0,0.0150292366743087
16141,identity,1,entities,2,protection,0,,0.0,0.0107513787224888
16141,identity,1,entities,3,integrated,77,0.0389610389610389,0.0266666666666666,0.0256042219698429
16141,identity,1,phase0,0,continuity,112,0.9553571428571428,0.7466666666666667,0.4915258884429931
16141,identity,1,phase0,1,allocation,0,,0.0,0.0109450910240411
16141,identity,1,phase0,2,protection,0,,0.0,0.0070827072486281
16141,identity,1,phase0,3,integrated,77,0.0,0.0,0.0094096660614013
16141,identity,1,phase1,0,continuity,112,0.0,0.0,4.6941186155891046e-05
16141,identity,1,phase1,1,allocation,0,,0.0,0.0032294590491801
16141,identity,1,phase1,2,protection,0,,0.0,0.0001114903134293
16141,identity,1,phase1,3,integrated,77,0.0,0.0,1.8631906641530804e-05
16141,identity,1,phase2,0,continuity,112,0.0,0.0,7.34009372536093e-05
16141,identity,1,phase2,1,allocation,0,,0.0,0.0008258356829173
16141,identity,1,phase2,2,protection,0,,0.0,0.0125839440152049
16141,identity,1,phase2,3,integrated,77,0.0,0.0,0.0001872727880254
16141,identity,1,phase3,0,continuity,112,0.0,0.0,7.848514360375702e-05
16141,identity,1,phase3,1,allocation,0,,0.0,0.0012682408560067
16141,identity,1,phase3,2,protection,0,,0.0,0.001159799285233
16141,identity,1,phase3,3,integrated,77,0.3766233766233766,0.2,0.0329343676567077
16141,identity,1,all_phases,0,continuity,112,0.9553571428571428,0.7466666666666667,0.4917537868022918
16141,identity,1,all_phases,1,allocation,0,,0.0,0.0102970357984304
16141,identity,1,all_phases,2,protection,0,,0.0,0.0125604700297117
16141,identity,1,all_phases,3,integrated,77,0.3636363636363636,0.1933333333333333,0.0322431474924087
16141,identity,2,identity_role,0,continuity,112,0.0,0.0,0.0
16141,identity,2,identity_role,1,allocation,0,,0.0,0.0
16141,identity,2,identity_role,2,protection,0,,0.0,0.0
16141,identity,2,identity_role,3,integrated,77,0.0,0.0,0.0
16141,identity,2,beneficiary_role,0,continuity,112,0.0,0.0,0.0
16141,identity,2,beneficiary_role,1,allocation,0,,0.0,0.0
16141,identity,2,beneficiary_role,2,protection,0,,0.0,0.0
16141,identity,2,beneficiary_role,3,integrated,77,0.0,0.0,0.0
16141,identity,2,concern_context,0,continuity,112,0.0,0.0,0.0
16141,identity,2,concern_context,1,allocation,0,,0.0,0.0
16141,identity,2,concern_context,2,protection,0,,0.0,0.0
16141,identity,2,concern_context,3,integrated,77,0.0,0.0,0.0
16141,identity,2,entities,0,continuity,112,0.0,0.0,0.0
16141,identity,2,entities,1,allocation,0,,0.0,0.0
16141,identity,2,entities,2,protection,0,,0.0,0.0
16141,identity,2,entities,3,integrated,77,0.0,0.0,0.0
16141,identity,2,phase0,0,continuity,112,1.0,0.7466666666666667,0.4979127645492553
16141,identity,2,phase0,1,allocation,0,,0.0,0.0
16141,identity,2,phase0,2,protection,0,,0.0,0.0
16141,identity,2,phase0,3,integrated,77,0.0,0.0,0.0
16141,identity,2,phase1,0,continuity,112,0.0,0.0,0.0
16141,identity,2,phase1,1,allocation,0,,0.0,0.0162639841437339
16141,identity,2,phase1,2,protection,0,,0.0,0.0
16141,identity,2,phase1,3,integrated,77,0.0,0.0,0.0
16141,identity,2,phase2,0,continuity,112,0.0,0.0,0.0
16141,identity,2,phase2,1,allocation,0,,0.0,0.0
16141,identity,2,phase2,2,protection,0,,0.0,0.0129074798896908
16141,identity,2,phase2,3,integrated,77,0.0,0.0,0.0
16141,identity,2,phase3,0,continuity,112,0.0,0.0,0.0
16141,identity,2,phase3,1,allocation,0,,0.0,0.0
16141,identity,2,phase3,2,protection,0,,0.0,0.0
16141,identity,2,phase3,3,integrated,77,1.0,0.5133333333333333,0.0350039489567279
16141,identity,2,all_phases,0,continuity,112,1.0,0.7466666666666667,0.4979127645492553
16141,identity,2,all_phases,1,allocation,0,,0.0,0.0162639841437339
16141,identity,2,all_phases,2,protection,0,,0.0,0.0129074798896908
16141,identity,2,all_phases,3,integrated,77,1.0,0.5133333333333333,0.0350039489567279
16141,beneficiary,0,identity_role,0,continuity,0,,0.0,0.0
16141,beneficiary,0,identity_role,1,allocation,106,0.0,0.0,0.0
16141,beneficiary,0,identity_role,2,protection,0,,0.0,0.0
16141,beneficiary,0,identity_role,3,integrated,85,0.0,0.0,0.0
16141,beneficiary,0,beneficiary_role,0,continuity,0,,0.0,0.0022173817269504
16141,beneficiary,0,beneficiary_role,1,allocation,106,1.0,0.7066666666666667,0.2539959847927093
16141,beneficiary,0,beneficiary_role,2,protection,0,,0.0,0.0144950449466705
16141,beneficiary,0,beneficiary_role,3,integrated,85,1.0,0.5666666666666667,0.0411356166005134
16141,beneficiary,0,concern_context,0,continuity,0,,0.0,0.0
16141,beneficiary,0,concern_context,1,allocation,106,0.0,0.0,0.0
16141,beneficiary,0,concern_context,2,protection,0,,0.0,0.0
16141,beneficiary,0,concern_context,3,integrated,85,0.0,0.0,0.0
16141,beneficiary,0,entities,0,continuity,0,,0.0,0.0
16141,beneficiary,0,entities,1,allocation,106,0.0,0.0,0.0
16141,beneficiary,0,entities,2,protection,0,,0.0,0.0
16141,beneficiary,0,entities,3,integrated,85,0.0,0.0,0.0
16141,beneficiary,0,phase0,0,continuity,0,,0.0,0.0
16141,beneficiary,0,phase0,1,allocation,106,0.0,0.0,0.0
16141,beneficiary,0,phase0,2,protection,0,,0.0,0.0
16141,beneficiary,0,phase0,3,integrated,85,0.0,0.0,0.0
16141,beneficiary,0,phase1,0,continuity,0,,0.0,0.0
16141,beneficiary,0,phase1,1,allocation,106,0.0,0.0,0.0
16141,beneficiary,0,phase1,2,protection,0,,0.0,0.0
16141,beneficiary,0,phase1,3,integrated,85,0.0,0.0,0.0
16141,beneficiary,0,phase2,0,continuity,0,,0.0,0.0
16141,beneficiary,0,phase2,1,allocation,106,0.0,0.0,0.0
16141,beneficiary,0,phase2,2,protection,0,,0.0,0.0
16141,beneficiary,0,phase2,3,integrated,85,0.0,0.0,0.0
16141,beneficiary,0,phase3,0,continuity,0,,0.0,0.0
16141,beneficiary,0,phase3,1,allocation,106,0.0,0.0,0.0
16141,beneficiary,0,phase3,2,protection,0,,0.0,0.0
16141,beneficiary,0,phase3,3,integrated,85,0.0,0.0,0.0
16141,beneficiary,0,all_phases,0,continuity,0,,0.0,0.0
16141,beneficiary,0,all_phases,1,allocation,106,0.0,0.0,0.0
16141,beneficiary,0,all_phases,2,protection,0,,0.0,0.0
16141,beneficiary,0,all_phases,3,integrated,85,0.0,0.0,0.0
16141,beneficiary,1,identity_role,0,continuity,0,,0.0,0.0002062768908217
16141,beneficiary,1,identity_role,1,allocation,106,0.0,0.0,0.0007782183820381
16141,beneficiary,1,identity_role,2,protection,0,,0.0,0.0011223836336284
16141,beneficiary,1,identity_role,3,integrated,85,0.0,0.0,0.0040473351255059
16141,beneficiary,1,beneficiary_role,0,continuity,0,,0.0,0.0004858356842305
16141,beneficiary,1,beneficiary_role,1,allocation,106,0.0094339622641509,0.02,0.0498156622052192
16141,beneficiary,1,beneficiary_role,2,protection,0,,0.0,0.0062476927414536
16141,beneficiary,1,beneficiary_role,3,integrated,85,0.0,0.0,0.0153306070715188
16141,beneficiary,1,concern_context,0,continuity,0,,0.0,4.88608748128172e-05
16141,beneficiary,1,concern_context,1,allocation,106,0.0,0.0,0.010942087508738
16141,beneficiary,1,concern_context,2,protection,0,,0.0,0.0006823833682574
16141,beneficiary,1,concern_context,3,integrated,85,0.0,0.0,0.0021309058647602
16141,beneficiary,1,entities,0,continuity,0,,0.0,0.0017448208527639
16141,beneficiary,1,entities,1,allocation,106,0.0,0.0,0.014878743328154
16141,beneficiary,1,entities,2,protection,0,,0.0,0.0108761489391326
16141,beneficiary,1,entities,3,integrated,85,0.0,0.0,0.0204552635550498
16141,beneficiary,1,phase0,0,continuity,0,,0.0,0.0002518420806154
16141,beneficiary,1,phase0,1,allocation,106,0.0,0.0,0.0002599252620711
16141,beneficiary,1,phase0,2,protection,0,,0.0,9.218831837642938e-05
16141,beneficiary,1,phase0,3,integrated,85,0.0,0.0,4.495526081882417e-05
16141,beneficiary,1,phase1,0,continuity,0,,0.0,0.001647125929594
16141,beneficiary,1,phase1,1,allocation,106,0.9245283018867924,0.6666666666666666,0.2724556624889374
16141,beneficiary,1,phase1,2,protection,0,,0.0,0.0060309567488729
16141,beneficiary,1,phase1,3,integrated,85,0.0,0.0,0.0011886622523888
16141,beneficiary,1,phase2,0,continuity,0,,0.0,9.690334263723344e-05
16141,beneficiary,1,phase2,1,allocation,106,0.0,0.0,0.0037647234275937
16141,beneficiary,1,phase2,2,protection,0,,0.0,0.0122364740818738
16141,beneficiary,1,phase2,3,integrated,85,0.0,0.0,0.0003679226210806
16141,beneficiary,1,phase3,0,continuity,0,,0.0,0.0001815395226003
16141,beneficiary,1,phase3,1,allocation,106,0.0,0.0,0.0071119214408099
16141,beneficiary,1,phase3,2,protection,0,,0.0,0.0028399571310728
16141,beneficiary,1,phase3,3,integrated,85,1.0,0.5666666666666667,0.0473406426608562
16141,beneficiary,1,all_phases,0,continuity,0,,0.0,0.0019483597716316
16141,beneficiary,1,all_phases,1,allocation,106,0.9622641509433962,0.6866666666666666,0.2747673988342285
16141,beneficiary,1,all_phases,2,protection,0,,0.0,0.0116524081677198
16141,beneficiary,1,all_phases,3,integrated,85,1.0,0.5666666666666667,0.0470764674246311
16141,beneficiary,2,identity_role,0,continuity,0,,0.0,0.0
16141,beneficiary,2,identity_role,1,allocation,106,0.0,0.0,0.0
16141,beneficiary,2,identity_role,2,protection,0,,0.0,0.0
16141,beneficiary,2,identity_role,3,integrated,85,0.0,0.0,0.0
16141,beneficiary,2,beneficiary_role,0,continuity,0,,0.0,0.0
16141,beneficiary,2,beneficiary_role,1,allocation,106,0.0,0.0,0.0
16141,beneficiary,2,beneficiary_role,2,protection,0,,0.0,0.0
16141,beneficiary,2,beneficiary_role,3,integrated,85,0.0,0.0,0.0
16141,beneficiary,2,concern_context,0,continuity,0,,0.0,0.0
16141,beneficiary,2,concern_context,1,allocation,106,0.0,0.0,0.0
16141,beneficiary,2,concern_context,2,protection,0,,0.0,0.0
16141,beneficiary,2,concern_context,3,integrated,85,0.0,0.0,0.0
16141,beneficiary,2,entities,0,continuity,0,,0.0,0.0
16141,beneficiary,2,entities,1,allocation,106,0.0,0.0,0.0
16141,beneficiary,2,entities,2,protection,0,,0.0,0.0
16141,beneficiary,2,entities,3,integrated,85,0.0,0.0,0.0
16141,beneficiary,2,phase0,0,continuity,0,,0.0,0.0022173817269504
16141,beneficiary,2,phase0,1,allocation,106,0.0,0.0,0.0
16141,beneficiary,2,phase0,2,protection,0,,0.0,0.0
16141,beneficiary,2,phase0,3,integrated,85,0.0,0.0,0.0
16141,beneficiary,2,phase1,0,continuity,0,,0.0,0.0
16141,beneficiary,2,phase1,1,allocation,106,1.0,0.7066666666666667,0.2539959847927093
16141,beneficiary,2,phase1,2,protection,0,,0.0,0.0
16141,beneficiary,2,phase1,3,integrated,85,0.0,0.0,0.0
16141,beneficiary,2,phase2,0,continuity,0,,0.0,0.0
16141,beneficiary,2,phase2,1,allocation,106,0.0,0.0,0.0
16141,beneficiary,2,phase2,2,protection,0,,0.0,0.0144950449466705
16141,beneficiary,2,phase2,3,integrated,85,0.0,0.0,0.0
16141,beneficiary,2,phase3,0,continuity,0,,0.0,0.0
16141,beneficiary,2,phase3,1,allocation,106,0.0,0.0,0.0
16141,beneficiary,2,phase3,2,protection,0,,0.0,0.0
16141,beneficiary,2,phase3,3,integrated,85,1.0,0.5666666666666667,0.0411356166005134
16141,beneficiary,2,all_phases,0,continuity,0,,0.0,0.0022173817269504
16141,beneficiary,2,all_phases,1,allocation,106,1.0,0.7066666666666667,0.2539959847927093
16141,beneficiary,2,all_phases,2,protection,0,,0.0,0.0144950449466705
16141,beneficiary,2,all_phases,3,integrated,85,1.0,0.5666666666666667,0.0411356166005134
16141,concern,0,identity_role,0,continuity,0,,0.0,0.0
16141,concern,0,identity_role,1,allocation,0,,0.0,0.0
16141,concern,0,identity_role,2,protection,115,0.0,0.0,0.0
16141,concern,0,identity_role,3,integrated,51,0.0,0.0,0.0
16141,concern,0,beneficiary_role,0,continuity,0,,0.0,0.0
16141,concern,0,beneficiary_role,1,allocation,0,,0.0,0.0
16141,concern,0,beneficiary_role,2,protection,115,0.0,0.0,0.0
16141,concern,0,beneficiary_role,3,integrated,51,0.0,0.0,0.0
16141,concern,0,concern_context,0,continuity,0,,0.0,0.0017334894509986
16141,concern,0,concern_context,1,allocation,0,,0.0,0.0139873996376991
16141,concern,0,concern_context,2,protection,115,1.0,0.7666666666666667,0.3155345618724823
16141,concern,0,concern_context,3,integrated,51,1.0,0.34,0.3128851950168609
16141,concern,0,entities,0,continuity,0,,0.0,0.0
16141,concern,0,entities,1,allocation,0,,0.0,0.0
16141,concern,0,entities,2,protection,115,0.0,0.0,0.0
16141,concern,0,entities,3,integrated,51,0.0,0.0,0.0
16141,concern,0,phase0,0,continuity,0,,0.0,0.0
16141,concern,0,phase0,1,allocation,0,,0.0,0.0
16141,concern,0,phase0,2,protection,115,0.0,0.0,0.0
16141,concern,0,phase0,3,integrated,51,0.0,0.0,0.0
16141,concern,0,phase1,0,continuity,0,,0.0,0.0
16141,concern,0,phase1,1,allocation,0,,0.0,0.0
16141,concern,0,phase1,2,protection,115,0.0,0.0,0.0
16141,concern,0,phase1,3,integrated,51,0.0,0.0,0.0
16141,concern,0,phase2,0,continuity,0,,0.0,0.0
16141,concern,0,phase2,1,allocation,0,,0.0,0.0
16141,concern,0,phase2,2,protection,115,0.0,0.0,0.0
16141,concern,0,phase2,3,integrated,51,0.0,0.0,0.0
16141,concern,0,phase3,0,continuity,0,,0.0,0.0
16141,concern,0,phase3,1,allocation,0,,0.0,0.0
16141,concern,0,phase3,2,protection,115,0.0,0.0,0.0
16141,concern,0,phase3,3,integrated,51,0.0,0.0,0.0
16141,concern,0,all_phases,0,continuity,0,,0.0,0.0
16141,concern,0,all_phases,1,allocation,0,,0.0,0.0
16141,concern,0,all_phases,2,protection,115,0.0,0.0,0.0
16141,concern,0,all_phases,3,integrated,51,0.0,0.0,0.0
16141,concern,1,identity_role,0,continuity,0,,0.0,0.0003848519409075
16141,concern,1,identity_role,1,allocation,0,,0.0,0.0009543828200548
16141,concern,1,identity_role,2,protection,115,0.0,0.0,0.0029687590431421
16141,concern,1,identity_role,3,integrated,51,0.0,0.0,0.0066710207611322
16141,concern,1,beneficiary_role,0,continuity,0,,0.0,0.0001060218855855
16141,concern,1,beneficiary_role,1,allocation,0,,0.0,0.0106238173320889
16141,concern,1,beneficiary_role,2,protection,115,0.0,0.0,0.0020299761090427
16141,concern,1,beneficiary_role,3,integrated,51,0.0,0.0,0.0022110119462013
16141,concern,1,concern_context,0,continuity,0,,0.0,0.0001650823978707
16141,concern,1,concern_context,1,allocation,0,,0.0,0.0121290730312466
16141,concern,1,concern_context,2,protection,115,0.0,0.0,0.0014558583498001
16141,concern,1,concern_context,3,integrated,51,0.0,0.0,0.0021844764705747
16141,concern,1,entities,0,continuity,0,,0.0,0.0003965536307077
16141,concern,1,entities,1,allocation,0,,0.0,0.0027875294908881
16141,concern,1,entities,2,protection,115,0.0,0.0,0.0046211113221943
16141,concern,1,entities,3,integrated,51,0.0,0.0,0.0041953604668378
16141,concern,1,phase0,0,continuity,0,,0.0,0.0008015154744498
16141,concern,1,phase0,1,allocation,0,,0.0,0.0012432201765477
16141,concern,1,phase0,2,protection,115,0.0,0.0,0.0002483865246176
16141,concern,1,phase0,3,integrated,51,0.0,0.0,0.0001712127705104
16141,concern,1,phase1,0,continuity,0,,0.0,0.0002912277122959
16141,concern,1,phase1,1,allocation,0,,0.0,0.0199983976781368
16141,concern,1,phase1,2,protection,115,0.0,0.0,0.0008471962064504
16141,concern,1,phase1,3,integrated,51,0.0,0.0,0.0002962539147119
16141,concern,1,phase2,0,continuity,0,,0.0,0.0006167308310978
16141,concern,1,phase2,1,allocation,0,,0.0,0.0106235770508646
16141,concern,1,phase2,2,protection,115,1.0,0.7666666666666667,0.3174840807914734
16141,concern,1,phase2,3,integrated,51,0.0,0.0,0.0043703611008822
16141,concern,1,phase3,0,continuity,0,,0.0,0.0001245160092366
16141,concern,1,phase3,1,allocation,0,,0.0,0.0034350387286394
16141,concern,1,phase3,2,protection,115,0.0,0.0,0.0023579157423228
16141,concern,1,phase3,3,integrated,51,1.0,0.34,0.3153798878192901
16141,concern,1,all_phases,0,continuity,0,,0.0,0.0013174925697967
16141,concern,1,all_phases,1,allocation,0,,0.0,0.0173735320568084
16141,concern,1,all_phases,2,protection,115,1.0,0.7666666666666667,0.3173680901527405
16141,concern,1,all_phases,3,integrated,51,1.0,0.34,0.3147665560245514
16141,concern,2,identity_role,0,continuity,0,,0.0,0.0
16141,concern,2,identity_role,1,allocation,0,,0.0,0.0
16141,concern,2,identity_role,2,protection,115,0.0,0.0,0.0
16141,concern,2,identity_role,3,integrated,51,0.0,0.0,0.0
16141,concern,2,beneficiary_role,0,continuity,0,,0.0,0.0
16141,concern,2,beneficiary_role,1,allocation,0,,0.0,0.0
16141,concern,2,beneficiary_role,2,protection,115,0.0,0.0,0.0
16141,concern,2,beneficiary_role,3,integrated,51,0.0,0.0,0.0
16141,concern,2,concern_context,0,continuity,0,,0.0,0.0
16141,concern,2,concern_context,1,allocation,0,,0.0,0.0
16141,concern,2,concern_context,2,protection,115,0.0,0.0,0.0
16141,concern,2,concern_context,3,integrated,51,0.0,0.0,0.0
16141,concern,2,entities,0,continuity,0,,0.0,0.0
16141,concern,2,entities,1,allocation,0,,0.0,0.0
16141,concern,2,entities,2,protection,115,0.0,0.0,0.0
16141,concern,2,entities,3,integrated,51,0.0,0.0,0.0
16141,concern,2,phase0,0,continuity,0,,0.0,0.0017334894509986
16141,concern,2,phase0,1,allocation,0,,0.0,0.0
16141,concern,2,phase0,2,protection,115,0.0,0.0,0.0
16141,concern,2,phase0,3,integrated,51,0.0,0.0,0.0
16141,concern,2,phase1,0,continuity,0,,0.0,0.0
16141,concern,2,phase1,1,allocation,0,,0.0,0.0139873996376991
16141,concern,2,phase1,2,protection,115,0.0,0.0,0.0
16141,concern,2,phase1,3,integrated,51,0.0,0.0,0.0
16141,concern,2,phase2,0,continuity,0,,0.0,0.0
16141,concern,2,phase2,1,allocation,0,,0.0,0.0
16141,concern,2,phase2,2,protection,115,1.0,0.7666666666666667,0.3155345618724823
16141,concern,2,phase2,3,integrated,51,0.0,0.0,0.0
16141,concern,2,phase3,0,continuity,0,,0.0,0.0
16141,concern,2,phase3,1,allocation,0,,0.0,0.0
16141,concern,2,phase3,2,protection,115,0.0,0.0,0.0
16141,concern,2,phase3,3,integrated,51,1.0,0.34,0.3128851950168609
16141,concern,2,all_phases,0,continuity,0,,0.0,0.0017334894509986
16141,concern,2,all_phases,1,allocation,0,,0.0,0.0139873996376991
16141,concern,2,all_phases,2,protection,115,1.0,0.7666666666666667,0.3155345618724823
16141,concern,2,all_phases,3,integrated,51,1.0,0.34,0.3128851950168609
